PatientID,Model,QuestionType,Verdict
88,Anonymized_DeepSeek-V4-Pro,CQ,False
88,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,CQ,True
88,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,CQ,True
88,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,PQ,False
88,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,CQ,True
88,Anonymized_NER,CQ,False
88,Anonymized_DeepSeek-V4-Pro,CQ,False
88,Anonymized_NER,CQ,True
88,Anonymized_DeepSeek-V4-Pro,PQ,True
88,Anonymized_DeepSeek-V4-Pro,CQ,True
88,Anonymized_Llama-4-Maverick_fewshot,CQ,True
88,Anonymized_Llama-4-Maverick_fewshot,PQ,False
88,Anonymized_Llama-4-Maverick_fewshot,CQ,False
88,Anonymized_DeepSeek-V4-Pro,CQ,True
88,Anonymized_Llama-4-Maverick_fewshot,CQ,False
88,Anonymized_Llama-4-Maverick_fewshot,CQ,True
88,Anonymized_Llama-4-Maverick_fewshot,PQ,False
88,Anonymized_Llama-4-Maverick_fewshot,CQ,False
88,Anonymized_Llama-4-Maverick_fewshot,PQ,False
88,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,PQ,False
88,Anonymized_Llama-4-Maverick_fewshot,CQ,True
88,Anonymized_Llama-4-Maverick_fewshot,CQ,True
88,Anonymized_NER,CQ,False
88,Anonymized_DeepSeek-V4-Pro,PQ,False
88,Anonymized_Llama-4-Maverick_fewshot,PQ,False
88,Anonymized_Llama-4-Maverick_fewshot,CQ,False
88,Anonymized_Llama-4-Maverick_synthetic,PQ,False
88,Anonymized_Llama-4-Maverick_synthetic,CQ,True
88,Anonymized_Llama-4-Maverick_synthetic,PQ,True
88,Anonymized_Llama-4-Maverick_synthetic,PQ,False
88,Anonymized_Llama-4-Maverick_fewshot,PQ,False
88,Anonymized_DeepSeek-V4-Pro,PQ,False
88,Anonymized_Llama-4-Maverick_synthetic,PQ,False
88,Anonymized_Llama-4-Maverick_fewshot,CQ,True
88,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,CQ,True
88,Anonymized_Llama-4-Maverick_synthetic,PQ,False
88,Anonymized_Llama-4-Maverick_fewshot,PQ,True
88,Anonymized_Llama-4-Maverick_synthetic,PQ,False
88,Anonymized_Llama-4-Maverick_synthetic,CQ,False
88,Anonymized_Llama-4-Maverick_synthetic,CQ,True
88,Anonymized_Llama-4-Maverick_fewshot,PQ,False
88,Anonymized_Llama-4-Maverick_fewshot,PQ,False
88,Anonymized_Llama-4-Maverick_fewshot,CQ,False
88,Anonymized_Llama-4-Maverick_synthetic,CQ,False
88,Anonymized_Llama-4-Maverick_synthetic,CQ,False
88,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,PQ,False
112,Anonymized_gpt-3.5-turbo,PQ,False
88,Anonymized_Llama-4-Maverick_synthetic,CQ,False
112,Anonymized_gpt-3.5-turbo,CQ,True
88,Anonymized_Llama-4-Maverick_synthetic,CQ,True
88,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,CQ,True
88,Anonymized_Llama-4-Maverick_synthetic,PQ,False
88,Anonymized_Llama-4-Maverick_synthetic,CQ,True
112,Anonymized_gpt-3.5-turbo,PQ,False
112,Anonymized_gpt-3.5-turbo,PQ,False
112,Anonymized_gpt-3.5-turbo,CQ,True
88,Anonymized_Llama-4-Maverick_synthetic,CQ,False
88,Anonymized_Llama-4-Maverick_fewshot,PQ,False
88,Anonymized_Llama-4-Maverick_fewshot,PQ,False
112,Anonymized_gpt-3.5-turbo,PQ,True
88,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,CQ,False
112,Anonymized_gpt-3.5-turbo,CQ,False
112,Anonymized_gpt-3.5-turbo,CQ,True
112,Anonymized_gpt-3.5-turbo,CQ,False
88,Anonymized_Llama-4-Maverick_synthetic,PQ,False
112,Anonymized_gpt-3.5-turbo,CQ,False
112,Anonymized_gpt-3.5-turbo,PQ,False
112,Anonymized_gpt-3.5-turbo,PQ,False
112,Anonymized_gpt-4o,CQ,False
112,Anonymized_gpt-4o,CQ,False
112,Anonymized_gpt-4o,CQ,False
112,Anonymized_gpt-4o,PQ,False
88,Anonymized_Llama-4-Maverick_synthetic,CQ,False
112,Anonymized_gpt-3.5-turbo,CQ,False
112,Anonymized_gpt-3.5-turbo,PQ,False
88,Anonymized_Llama-4-Maverick_synthetic,PQ,False
112,Anonymized_NER,PQ,True
112,Anonymized_NER,CQ,False
112,Anonymized_gpt-3.5-turbo,CQ,False
112,Anonymized_gpt-4o,PQ,False
112,Anonymized_gpt-4o,CQ,False
112,Anonymized_gpt-4o,CQ,True
112,Anonymized_NER,PQ,False
112,Anonymized_gpt-3.5-turbo,CQ,False
112,Anonymized_NER,CQ,False
112,Anonymized_gpt-4o,PQ,False
112,Anonymized_NER,CQ,True
112,Anonymized_gpt-4o,PQ,False
112,Anonymized_gpt-4o,PQ,False
112,Anonymized_gpt-4o,PQ,False
112,Anonymized_gpt-4o,PQ,True
112,Anonymized_gpt-4o,CQ,True
112,Anonymized_gpt-4o,PQ,True
112,Anonymized_NER,CQ,True
112,Anonymized_NER,CQ,False
112,Anonymized_gpt-4o,CQ,False
112,Anonymized_NER,CQ,False
112,Anonymized_gpt-3.5-turbo,PQ,False
112,Anonymized_NER,PQ,False
112,Anonymized_gpt-4o,CQ,False
112,Anonymized_DeepSeek-V4-Pro,PQ,True
112,Anonymized_DeepSeek-V4-Pro,CQ,True
88,Anonymized_Llama-4-Maverick_synthetic,PQ,False
112,Anonymized_NER,PQ,True
112,Anonymized_gpt-3.5-turbo,PQ,False
112,Anonymized_gpt-4o,PQ,False
112,Anonymized_gpt-4o,CQ,True
112,Anonymized_NER,PQ,False
112,Anonymized_NER,PQ,False
112,Anonymized_DeepSeek-V4-Pro,CQ,True
112,Anonymized_gpt-4o,CQ,False
112,Anonymized_DeepSeek-V4-Pro,CQ,False
112,Anonymized_DeepSeek-V4-Pro,PQ,False
112,Anonymized_DeepSeek-V4-Pro,PQ,False
112,Anonymized_NER,PQ,False
112,Anonymized_NER,CQ,True
112,Anonymized_DeepSeek-V4-Pro,CQ,False
112,Anonymized_NER,CQ,False
112,Anonymized_NER,PQ,False
112,Anonymized_DeepSeek-V4-Pro,PQ,False
112,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,PQ,False
112,Anonymized_DeepSeek-V4-Pro,PQ,False
112,Anonymized_DeepSeek-V4-Pro,CQ,False
112,Anonymized_DeepSeek-V4-Pro,PQ,False
112,Anonymized_DeepSeek-V4-Pro,CQ,False
112,Anonymized_NER,CQ,False
112,Anonymized_NER,PQ,False
112,Anonymized_DeepSeek-V4-Pro,PQ,False
112,Anonymized_gpt-3.5-turbo,PQ,True
112,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,CQ,False
112,Anonymized_DeepSeek-V4-Pro,CQ,False
112,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,CQ,False
112,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,PQ,True
112,Anonymized_gpt-3.5-turbo,CQ,False
112,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,CQ,False
112,Anonymized_Llama-4-Maverick_fewshot,PQ,False
112,Anonymized_DeepSeek-V4-Pro,CQ,False
112,Anonymized_Llama-4-Maverick_fewshot,PQ,False
112,Anonymized_Llama-4-Maverick_fewshot,CQ,False
112,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,CQ,False
112,Anonymized_DeepSeek-V4-Pro,CQ,True
112,Anonymized_Llama-4-Maverick_fewshot,CQ,False
112,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,PQ,False
112,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,CQ,True
112,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,CQ,True
112,Anonymized_Llama-4-Maverick_fewshot,PQ,False
112,Anonymized_Llama-4-Maverick_fewshot,CQ,True
112,Anonymized_Llama-4-Maverick_fewshot,PQ,False
112,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,CQ,False
112,Anonymized_DeepSeek-V4-Pro,CQ,False
112,Anonymized_Llama-4-Maverick_fewshot,CQ,False
112,Anonymized_DeepSeek-V4-Pro,PQ,False
112,Anonymized_DeepSeek-V4-Pro,PQ,True
112,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,PQ,False
112,Anonymized_Llama-4-Maverick_fewshot,CQ,True
112,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,PQ,False
112,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,CQ,False
112,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,PQ,False
112,Anonymized_Llama-4-Maverick_fewshot,CQ,False
112,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,PQ,False
112,Anonymized_Llama-4-Maverick_fewshot,PQ,False
112,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,PQ,False
112,Anonymized_NER,PQ,False
112,Anonymized_Llama-4-Maverick_fewshot,CQ,True
112,Anonymized_Llama-4-Maverick_synthetic,PQ,False
112,Anonymized_Llama-4-Maverick_fewshot,PQ,True
112,Anonymized_Llama-4-Maverick_fewshot,PQ,False
112,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,PQ,False
112,Anonymized_Llama-4-Maverick_synthetic,CQ,False
112,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,PQ,True
112,Anonymized_Llama-4-Maverick_synthetic,PQ,False
112,Anonymized_Llama-4-Maverick_fewshot,CQ,True
112,Anonymized_Llama-4-Maverick_synthetic,PQ,True
112,Anonymized_Llama-4-Maverick_synthetic,PQ,False
112,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,CQ,False
112,Anonymized_Llama-4-Maverick_fewshot,PQ,False
112,Anonymized_Llama-4-Maverick_fewshot,CQ,False
112,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,CQ,True
112,Anonymized_Llama-4-Maverick_synthetic,CQ,False
112,Anonymized_Llama-4-Maverick_synthetic,CQ,False
112,Anonymized_Llama-4-Maverick_synthetic,PQ,False
112,Anonymized_Llama-4-Maverick_synthetic,CQ,False
112,Anonymized_DeepSeek-V4-Pro,PQ,False
112,Anonymized_Llama-4-Maverick_synthetic,PQ,False
112,Anonymized_Llama-4-Maverick_synthetic,PQ,False
112,Anonymized_Llama-4-Maverick_synthetic,CQ,False
112,Anonymized_Llama-4-Maverick_synthetic,CQ,False
112,Anonymized_Llama-4-Maverick_synthetic,CQ,True
122,Anonymized_gpt-3.5-turbo,PQ,False
112,Anonymized_NER,CQ,False
112,Anonymized_Llama-4-Maverick_synthetic,CQ,True
122,Anonymized_gpt-3.5-turbo,CQ,False
122,Anonymized_gpt-3.5-turbo,CQ,False
112,Anonymized_Llama-4-Maverick_fewshot,PQ,False
122,Anonymized_gpt-3.5-turbo,PQ,False
112,Anonymized_gpt-4o,PQ,False
122,Anonymized_gpt-3.5-turbo,CQ,False
112,Anonymized_Llama-4-Maverick_synthetic,CQ,True
122,Anonymized_gpt-3.5-turbo,CQ,True
112,Anonymized_Llama-4-Maverick_fewshot,PQ,False
112,Anonymized_Llama-4-Maverick_synthetic,PQ,True
112,Anonymized_Llama-4-Maverick_synthetic,PQ,True
122,Anonymized_gpt-4o,PQ,False
122,Anonymized_gpt-3.5-turbo,PQ,False
122,Anonymized_gpt-3.5-turbo,PQ,False
122,Anonymized_gpt-4o,PQ,False
122,Anonymized_gpt-4o,CQ,False
112,Anonymized_Llama-4-Maverick_fewshot,CQ,False
122,Anonymized_gpt-3.5-turbo,CQ,False
122,Anonymized_gpt-3.5-turbo,CQ,True
122,Anonymized_gpt-3.5-turbo,PQ,False
122,Anonymized_gpt-4o,CQ,False
122,Anonymized_gpt-4o,CQ,False
122,Anonymized_gpt-4o,PQ,False
122,Anonymized_gpt-4o,CQ,False
122,Anonymized_NER,PQ,False
112,Anonymized_Llama-4-Maverick_synthetic,PQ,False
122,Anonymized_gpt-3.5-turbo,PQ,False
112,Anonymized_Llama-4-Maverick_synthetic,CQ,False
122,Anonymized_NER,PQ,False
122,Anonymized_gpt-4o,PQ,False
122,Anonymized_gpt-4o,CQ,False
122,Anonymized_gpt-4o,CQ,False
122,Anonymized_gpt-4o,PQ,False
122,Anonymized_NER,PQ,False
122,Anonymized_gpt-4o,PQ,False
122,Anonymized_gpt-3.5-turbo,CQ,False
122,Anonymized_NER,PQ,False
122,Anonymized_gpt-3.5-turbo,CQ,True
122,Anonymized_gpt-3.5-turbo,PQ,False
122,Anonymized_gpt-4o,CQ,True
122,Anonymized_gpt-3.5-turbo,PQ,False
122,Anonymized_NER,CQ,False
122,Anonymized_NER,PQ,False
122,Anonymized_NER,CQ,False
122,Anonymized_NER,CQ,False
122,Anonymized_DeepSeek-V4-Pro,PQ,False
122,Anonymized_NER,CQ,True
122,Anonymized_gpt-3.5-turbo,PQ,False
122,Anonymized_NER,CQ,False
122,Anonymized_gpt-4o,CQ,True
122,Anonymized_gpt-3.5-turbo,CQ,False
122,Anonymized_DeepSeek-V4-Pro,PQ,False
122,Anonymized_gpt-4o,CQ,False
122,Anonymized_DeepSeek-V4-Pro,CQ,False
122,Anonymized_gpt-4o,PQ,False
122,Anonymized_NER,PQ,False
122,Anonymized_DeepSeek-V4-Pro,PQ,False
122,Anonymized_NER,CQ,False
122,Anonymized_gpt-4o,PQ,False
122,Anonymized_DeepSeek-V4-Pro,PQ,False
122,Anonymized_DeepSeek-V4-Pro,CQ,False
122,Anonymized_NER,CQ,False
122,Anonymized_DeepSeek-V4-Pro,CQ,False
122,Anonymized_DeepSeek-V4-Pro,CQ,True
122,Anonymized_DeepSeek-V4-Pro,CQ,False
122,Anonymized_DeepSeek-V4-Pro,PQ,False
122,Anonymized_gpt-3.5-turbo,PQ,False
122,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,CQ,False
122,Anonymized_DeepSeek-V4-Pro,CQ,False
122,Anonymized_DeepSeek-V4-Pro,PQ,False
122,Anonymized_DeepSeek-V4-Pro,CQ,False
122,Anonymized_DeepSeek-V4-Pro,PQ,False
122,Anonymized_gpt-4o,CQ,True
122,Anonymized_gpt-4o,PQ,False
122,Anonymized_NER,PQ,False
122,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,CQ,False
122,Anonymized_gpt-3.5-turbo,CQ,False
122,Anonymized_NER,PQ,False
122,Anonymized_NER,CQ,False
122,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,PQ,False
122,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,CQ,True
122,Anonymized_DeepSeek-V4-Pro,PQ,False
122,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,PQ,False
122,Anonymized_Llama-4-Maverick_fewshot,PQ,False
122,Anonymized_DeepSeek-V4-Pro,PQ,False
122,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,CQ,False
122,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,CQ,False
122,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,PQ,False
122,Anonymized_Llama-4-Maverick_fewshot,PQ,False
122,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,CQ,False
122,Anonymized_NER,PQ,False
122,Anonymized_Llama-4-Maverick_fewshot,CQ,False
122,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,PQ,False
122,Anonymized_NER,PQ,False
122,Anonymized_Llama-4-Maverick_fewshot,PQ,False
122,Anonymized_Llama-4-Maverick_fewshot,CQ,False
122,Anonymized_Llama-4-Maverick_fewshot,CQ,True
122,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,PQ,False
122,Anonymized_DeepSeek-V4-Pro,CQ,False
122,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,PQ,False
122,Anonymized_NER,CQ,True
122,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,CQ,False
122,Anonymized_DeepSeek-V4-Pro,PQ,False
122,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,PQ,False
122,Anonymized_Llama-4-Maverick_synthetic,PQ,False
122,Anonymized_Llama-4-Maverick_fewshot,CQ,True
122,Anonymized_DeepSeek-V4-Pro,CQ,False
122,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,PQ,False
122,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,PQ,False
122,Anonymized_NER,CQ,False
122,Anonymized_Llama-4-Maverick_synthetic,PQ,False
122,Anonymized_Llama-4-Maverick_fewshot,CQ,False
122,Anonymized_Llama-4-Maverick_synthetic,PQ,False
122,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,CQ,True
122,Anonymized_Llama-4-Maverick_synthetic,CQ,False
122,Anonymized_Llama-4-Maverick_synthetic,CQ,False
122,Anonymized_DeepSeek-V4-Pro,CQ,True
122,Anonymized_Llama-4-Maverick_synthetic,PQ,False
122,Anonymized_Llama-4-Maverick_fewshot,PQ,False
122,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,CQ,True
122,Anonymized_Llama-4-Maverick_fewshot,PQ,False
122,Anonymized_Llama-4-Maverick_synthetic,PQ,False
122,Anonymized_Llama-4-Maverick_fewshot,CQ,False
122,Anonymized_Llama-4-Maverick_fewshot,CQ,False
122,Anonymized_Llama-4-Maverick_fewshot,PQ,False
122,Anonymized_Llama-4-Maverick_synthetic,PQ,False
122,Anonymized_Llama-4-Maverick_synthetic,PQ,False
122,Anonymized_Llama-4-Maverick_synthetic,PQ,False
122,Anonymized_Llama-4-Maverick_synthetic,CQ,False
122,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,PQ,False
122,Anonymized_gpt-4o,PQ,False
122,Anonymized_Llama-4-Maverick_synthetic,PQ,False
122,Anonymized_Llama-4-Maverick_synthetic,CQ,True
122,Anonymized_Llama-4-Maverick_synthetic,PQ,False
122,Anonymized_Llama-4-Maverick_synthetic,CQ,True
122,Anonymized_Llama-4-Maverick_synthetic,CQ,False
122,Anonymized_Llama-4-Maverick_synthetic,CQ,False
139,Anonymized_gpt-3.5-turbo,CQ,False
139,Anonymized_gpt-3.5-turbo,PQ,False
139,Anonymized_gpt-3.5-turbo,CQ,True
122,Anonymized_Llama-4-Maverick_fewshot,PQ,False
122,Anonymized_Llama-4-Maverick_fewshot,PQ,False
122,Anonymized_Llama-4-Maverick_synthetic,CQ,False
122,Anonymized_Llama-4-Maverick_fewshot,CQ,True
139,Anonymized_gpt-3.5-turbo,CQ,False
122,Anonymized_Llama-4-Maverick_fewshot,CQ,False
139,Anonymized_gpt-3.5-turbo,PQ,False
139,Anonymized_gpt-3.5-turbo,CQ,False
139,Anonymized_gpt-4o,CQ,True
139,Anonymized_gpt-3.5-turbo,CQ,False
139,Anonymized_gpt-3.5-turbo,CQ,False
139,Anonymized_gpt-3.5-turbo,PQ,False
139,Anonymized_gpt-4o,PQ,False
122,Anonymized_Llama-4-Maverick_fewshot,CQ,True
139,Anonymized_gpt-3.5-turbo,PQ,False
139,Anonymized_gpt-4o,CQ,False
139,Anonymized_gpt-4o,CQ,False
139,Anonymized_gpt-4o,CQ,False
139,Anonymized_gpt-4o,PQ,False
139,Anonymized_gpt-3.5-turbo,PQ,False
122,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,CQ,True
139,Anonymized_gpt-3.5-turbo,PQ,False
139,Anonymized_gpt-4o,PQ,False
139,Anonymized_gpt-4o,CQ,False
139,Anonymized_gpt-4o,PQ,False
139,Anonymized_gpt-3.5-turbo,CQ,False
139,Anonymized_gpt-4o,PQ,False
139,Anonymized_NER,PQ,False
139,Anonymized_gpt-3.5-turbo,PQ,False
122,Anonymized_Llama-4-Maverick_fewshot,PQ,False
139,Anonymized_NER,PQ,False
139,Anonymized_NER,PQ,False
139,Anonymized_gpt-3.5-turbo,PQ,False
139,Anonymized_gpt-4o,PQ,False
122,Anonymized_Llama-4-Maverick_synthetic,CQ,False
139,Anonymized_gpt-3.5-turbo,CQ,False
139,Anonymized_gpt-4o,PQ,False
122,Anonymized_Llama-4-Maverick_fewshot,PQ,True
139,Anonymized_gpt-4o,CQ,False
139,Anonymized_gpt-3.5-turbo,CQ,True
139,Anonymized_gpt-4o,PQ,False
139,Anonymized_NER,CQ,False
139,Anonymized_NER,PQ,False
139,Anonymized_gpt-4o,CQ,True
139,Anonymized_gpt-4o,CQ,False
139,Anonymized_DeepSeek-V4-Pro,CQ,True
139,Anonymized_NER,PQ,False
139,Anonymized_gpt-4o,PQ,False
139,Anonymized_NER,PQ,True
139,Anonymized_DeepSeek-V4-Pro,PQ,False
139,Anonymized_NER,CQ,False
139,Anonymized_gpt-3.5-turbo,PQ,False
139,Anonymized_gpt-4o,PQ,False
139,Anonymized_gpt-4o,CQ,False
139,Anonymized_DeepSeek-V4-Pro,CQ,False
139,Anonymized_DeepSeek-V4-Pro,CQ,False
139,Anonymized_DeepSeek-V4-Pro,PQ,False
139,Anonymized_DeepSeek-V4-Pro,PQ,True
139,Anonymized_DeepSeek-V4-Pro,PQ,False
139,Anonymized_gpt-4o,CQ,False
139,Anonymized_DeepSeek-V4-Pro,PQ,False
139,Anonymized_NER,PQ,False
139,Anonymized_NER,CQ,False
139,Anonymized_NER,CQ,False
139,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,PQ,False
139,Anonymized_DeepSeek-V4-Pro,CQ,False
139,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,CQ,False
139,Anonymized_DeepSeek-V4-Pro,PQ,False
139,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,PQ,False
139,Anonymized_DeepSeek-V4-Pro,CQ,True
139,Anonymized_NER,CQ,False
139,Anonymized_DeepSeek-V4-Pro,CQ,False
139,Anonymized_NER,CQ,False
139,Anonymized_gpt-3.5-turbo,PQ,False
139,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,CQ,False
139,Anonymized_DeepSeek-V4-Pro,PQ,False
139,Anonymized_DeepSeek-V4-Pro,CQ,False
139,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,PQ,False
139,Anonymized_DeepSeek-V4-Pro,PQ,False
139,Anonymized_NER,CQ,False
139,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,CQ,False
139,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,PQ,False
139,Anonymized_Llama-4-Maverick_fewshot,PQ,False
139,Anonymized_NER,PQ,False
139,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,CQ,False
139,Anonymized_NER,PQ,False
139,Anonymized_gpt-3.5-turbo,CQ,False
139,Anonymized_DeepSeek-V4-Pro,CQ,False
139,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,CQ,True
139,Anonymized_Llama-4-Maverick_fewshot,CQ,False
139,Anonymized_DeepSeek-V4-Pro,CQ,False
139,Anonymized_Llama-4-Maverick_fewshot,CQ,True
139,Anonymized_Llama-4-Maverick_fewshot,PQ,False
139,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,CQ,False
139,Anonymized_NER,PQ,False
139,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,CQ,False
139,Anonymized_NER,CQ,True
139,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,PQ,False
139,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,PQ,False
139,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,PQ,False
139,Anonymized_Llama-4-Maverick_fewshot,CQ,False
139,Anonymized_Llama-4-Maverick_fewshot,PQ,False
139,Anonymized_Llama-4-Maverick_fewshot,PQ,False
139,Anonymized_Llama-4-Maverick_fewshot,CQ,False
139,Anonymized_Llama-4-Maverick_synthetic,PQ,False
139,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,CQ,False
139,Anonymized_Llama-4-Maverick_fewshot,CQ,False
122,Anonymized_Llama-4-Maverick_synthetic,CQ,True
139,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,PQ,False
139,Anonymized_Llama-4-Maverick_fewshot,CQ,False
139,Anonymized_DeepSeek-V4-Pro,PQ,False
139,Anonymized_Llama-4-Maverick_fewshot,PQ,False
139,Anonymized_Llama-4-Maverick_fewshot,CQ,False
139,Anonymized_Llama-4-Maverick_synthetic,PQ,False
139,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,PQ,False
139,Anonymized_Llama-4-Maverick_fewshot,CQ,True
139,Anonymized_Llama-4-Maverick_synthetic,PQ,False
139,Anonymized_Llama-4-Maverick_synthetic,CQ,False
139,Anonymized_Llama-4-Maverick_synthetic,PQ,False
139,Anonymized_DeepSeek-V4-Pro,PQ,False
139,Anonymized_Llama-4-Maverick_synthetic,PQ,False
139,Anonymized_Llama-4-Maverick_synthetic,PQ,False
139,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,CQ,True
139,Anonymized_Llama-4-Maverick_synthetic,PQ,False
139,Anonymized_Llama-4-Maverick_fewshot,CQ,False
139,Anonymized_Llama-4-Maverick_synthetic,PQ,False
139,Anonymized_Llama-4-Maverick_synthetic,CQ,False
139,Anonymized_Llama-4-Maverick_fewshot,PQ,False
139,Anonymized_Llama-4-Maverick_fewshot,PQ,True
139,Anonymized_Llama-4-Maverick_synthetic,CQ,False
139,Anonymized_Llama-4-Maverick_synthetic,PQ,False
139,Anonymized_Llama-4-Maverick_synthetic,CQ,True
139,Anonymized_Llama-4-Maverick_fewshot,CQ,False
139,Anonymized_Llama-4-Maverick_synthetic,CQ,False
139,Anonymized_Llama-4-Maverick_fewshot,PQ,False
139,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,CQ,False
139,Anonymized_Llama-4-Maverick_synthetic,CQ,True
139,Anonymized_NER,CQ,True
139,Anonymized_Llama-4-Maverick_synthetic,PQ,False
139,Anonymized_Llama-4-Maverick_synthetic,CQ,False
141,Anonymized_gpt-3.5-turbo,PQ,False
139,Anonymized_Llama-4-Maverick_synthetic,CQ,False
141,Anonymized_gpt-3.5-turbo,PQ,False
139,Anonymized_Llama-4-Maverick-17B-128E-Instruct-FP8,PQ,False
141,Anonymized_gpt-3.5-turbo,CQ,False
141,Anonymized_gpt-3.5-turbo,PQ,False
139,Anonymized_NER,CQ,False
141,Anonymized_gpt-3.5-turbo,PQ,False
141,Anonymized_gpt-3.5-turbo,CQ,False
141,Anonymized_gpt-4o,CQ,True
141,Anonymized_gpt-3.5-turbo,CQ,False
139,Anonymized_Llama-4-Maverick_synthetic,CQ,False
141,Anonymized_gpt-4o,CQ,False
141,Anonymized_gpt-3.5-turbo,PQ,False
141,Anonymized_gpt-3.5-turbo,CQ,False
141,Anonymized_gpt-4o,PQ,False
141,Anonymized_gpt-4o,CQ,False
141,Anonymized_gpt-3.5-turbo,PQ,False
141,Anonymized_gpt-4o,PQ,False
139,Anonymized_Llama-4-Maverick_fewshot,PQ,False
141,Anonymized_gpt-4o,PQ,False
139,Anonymized_Llama-4-Maverick_fewshot,PQ,False
141,Anonymized_gpt-4o,CQ,False
141,Anonymized_gpt-3.5-turbo,PQ,False
141,Anonymized_gpt-4o,PQ,False
141,Anonymized_gpt-4o,CQ,False
141,Anonymized_NER,PQ,False
141,Anonymized_gpt-3.5-turbo,PQ,False
141,Anonymized_gpt-3.5-turbo,CQ,False
141,Anonymized_gpt-3.5-turbo,CQ,True
141,Anonymized_gpt-4o,CQ,False
141,Anonymized_gpt-4o,PQ,False
141,Anonymized_gpt-4o,PQ,False
141,Anonymized_NER,PQ,False
141,Anonymized_NER,CQ,True
141,Anonymized_NER,PQ,False
141,Anonymized_gpt-4o,CQ,False
